,Price
2498,5403
2499,15342
2500,12224
2501,6297
2502,8844
2503,13377
2504,5706
2505,8372
2506,6526
2507,4823
2508,3175
2509,10407
2510,4423
2511,9555
2512,12681
2513,13059
2514,8586
2515,3419
2516,3873
2517,10203
2518,13029
2519,10844
2520,11134
2521,8610
2522,4174
2523,11087
2524,3971
2525,17531
2526,3573
2527,8366
2528,13885
2529,18485
2530,4409
2531,8085
2532,13377
2533,13538
2534,15147
2535,4030
2536,14848
2537,13555
2538,10975
2539,13029
2540,9663
2541,4050
2542,14714
2543,11213
2544,4544
2545,3873
2546,12537
2547,13067
2548,16704
2549,8714
2550,13376
2551,3597
2552,7670
2553,14410
2554,7480
2555,13584
2556,25735
2557,4544
2558,8099
2559,10844
2560,12557
2561,9564
2562,13817
2563,12384
2564,7575
2565,14120
2566,6916
2567,7878
2568,11087
2569,4804
2570,3597
2571,12723
2572,2227
2573,9929
2574,11841
2575,12373
2576,12898
2577,15113
2578,10529
2579,8875
2580,10844
2581,15676
2582,7064
2583,10844
2584,19595
2585,13941
2586,6790
2587,3841
2588,11087
2589,11491
2590,3943
2591,22270
2592,4878
2593,14714
2594,10877
2595,9653
2596,14571
2597,7064
2598,5618
2599,13727
2600,4851
2601,15187
2602,3419
2603,3943
2604,15129
2605,3419
2606,10861
2607,7074
2608,11542
2609,6968
2610,5769
2611,7927
2612,13044
2613,15129
2614,3841
2615,4804
2616,4319
2617,16079
2618,54826
2619,12351
2620,13067
2621,13817
2622,3625
2623,18293
2624,5613
2625,11038
2626,4077
2627,6883
2628,19508
2629,8714
2630,4804
2631,15078
2632,4807
2633,21829
2634,5403
2635,26890
2636,7335
2637,9412
2638,10844
2639,4990
2640,16704
2641,7711
2642,10262
2643,6007
2644,12219
2645,3898
2646,11467
2647,12534
2648,10844
2649,4377
2650,11982
2651,4423
2652,17234
2653,8295
2654,15864
2655,3398
2656,7198
2657,7229
2658,13014
2659,6528
2660,13292
2661,15129
2662,11071
2663,4174
2664,11299
2665,12373
2666,13439
2667,4804
2668,11642
2669,3419
2670,6103
2671,13033
2672,11245
2673,10056
2674,10539
2675,5277
2676,11936
2677,13014
2678,8820
2679,12373
2680,10262
2681,4995
2682,7438
2683,4148
2684,3597
2685,5192
2686,16736
2687,7933
2688,8879
2689,5000
2690,8137
2691,22096
2692,4273
2693,35185
2694,4226
2695,10844
2696,2754
2697,6301
2698,13222
2699,12898
2700,12127
2701,13067
2702,9920
2703,4239
2704,14714
2705,6218
2706,7295
2707,7408
2708,13994
2709,5224
2710,4391
2711,14109
2712,4885
2713,8016
2714,12524
2715,6017
2716,10441
2717,3625
2718,15586
2719,7199
2720,12273
2721,7530
2722,5678
2723,11753
2724,1965
2725,10208
2726,5054
2727,14871
2728,12373
2729,2017
2730,10661
2731,9794
2732,13067
2733,7298
2734,7648
2735,10676
2736,6961
2737,6979
2738,13587
2739,10844
2740,3943
2741,6838
2742,6542
2743,12239
2744,14388
2745,4148
2746,16840
2747,9646
2748,14571
2749,7923
2750,8586
2751,9646
2752,14388
2753,13044
2754,10197
2755,14714
2756,9929
2757,6017
2758,3597
2759,5704
2760,14714
2761,5228
2762,11467
2763,4668
2764,4591
2765,3943
2766,5228
2767,12242
2768,11185
2769,6573
2770,14781
2771,14960
2772,4332
2773,7652
2774,14151
2775,4319
2776,10929
2777,11491
2778,6015
2779,12692
2780,4384
2781,3943
2782,12373
2783,19225
2784,14053
2785,5911
2786,10877
2787,7757
2788,6558
2789,4804
2790,5678
2791,12373
2792,5198
2793,6064
2794,15029
2795,10909
2796,18492
2797,10262
2798,8781
2799,6442
2800,20120
2801,4878
2802,16736
2803,9630
2804,8610
2805,3687
2806,8452
2807,3943
2808,3342
2809,13067
2810,4878
2811,14388
2812,16704
2813,3100
2814,13387
2815,4049
2816,13029
2817,3919
2818,3850
2819,8839
2820,7064
2821,13941
2822,13007
2823,14781
2824,2071
2825,4256
2826,7923
2827,3782
2828,12384
2829,8565
2830,6232
2831,4777
2832,4145
2833,5192
2834,4729
2835,6093
2836,8891
2837,12242
2838,11467
2839,14781
2840,10197
2841,17261
2842,7480
2843,4804
2844,4439
2845,10368
2846,6065
2847,8586
2848,5406
2849,12142
2850,14714
2851,10262
2852,15434
2853,10676
2854,4804
2855,13014
2856,3943
2857,9678
2858,14781
2859,10197
2860,10861
2861,10844
2862,7480
2863,5684
2864,14714
2865,9314
2866,4435
2867,11789
2868,3919
2869,5198
2870,4273
2871,8820
2872,2754
2873,8085
2874,10539
2875,14676
2876,6017
2877,4544
2878,4140
2879,7229
2880,16373
2881,10991
2882,9663
2883,14305
2884,6752
2885,8529
2886,4729
2887,7670
2888,4995
2889,7229
2890,4823
2891,3782
2892,12898
2893,3841
2894,9627
2895,14571
2896,6985
2897,8040
2898,4804
2899,10678
2900,14231
2901,8529
2902,11753
2903,16704
2904,13374
2905,3625
2906,16079
2907,10262
2908,9663
2909,9595
2910,4804
2911,12744
2912,6961
2913,9663
2914,7575
2915,13355
2916,12592
2917,3625
2918,10262
2919,9443
2920,18959
2921,4784
2922,7893
2923,14431
2924,79512
2925,3210
2926,13677
2927,7480
2928,8372
2929,11664
2930,6961
2931,6121
2932,5911
2933,3398
2934,7530
2935,3419
2936,6558
2937,10203
2938,11087
2939,5575
2940,6152
2941,5608
2942,17261
2943,15129
2944,3419
2945,6218
2946,14714
2947,14848
2948,9358
2949,8366
2950,15342
2951,5678
2952,4804
2953,14571
2954,12681
2955,17261
2956,9922
2957,10844
2958,4423
2959,3419
2960,14714
2961,11087
2962,6316
2963,3543
2964,14571
2965,14676
2966,17261
2967,13941
2968,13348
2969,8016
2970,12898
2971,7229
2972,2017
2973,16736
2974,3873
2975,6704
2976,10844
2977,7450
2978,16736
2979,10262
2980,10991
2981,3311
2982,7081
2983,3943
2984,8372
2985,11701
2986,5769
2987,15965
2988,4423
2989,6136
2990,11087
2991,3540
2992,12898
2993,4591
2994,8635
2995,14714
2996,14151
2997,8835
2998,11936
2999,13882
3000,5117
3001,4544
3002,6442
3003,10441
3004,2227
3005,7229
3006,10262
3007,13817
3008,5975
3009,4148
3010,13587
3011,2759
3012,7229
3013,13547
3014,3873
3015,14388
3016,13731
3017,3815
3018,5678
3019,9663
3020,8855
3021,15129
3022,13555
3023,10844
3024,7832
3025,11150
3026,8452
3027,9646
3028,3943
3029,5281
3030,14667
3031,14571
3032,28097
3033,17471
3034,10577
3035,14848
3036,4591
3037,3597
3038,6938
3039,3807
3040,10262
3041,11432
3042,7229
3043,14848
3044,8586
3045,6106
3046,3873
3047,15812
3048,12121
3049,8586
3050,7354
3051,4778
3052,6838
3053,10276
3054,8016
3055,4943
3056,4823
3057,12996
3058,9929
3059,9508
3060,5674
3061,3858
3062,4804
3063,13377
3064,12898
3065,4409
3066,8759
3067,10394
3068,3858
3069,6253
3070,15129
3071,4773
3072,9663
3073,12692
3074,3943
3075,10703
3076,8784
3077,11622
3078,5277
3079,8327
3080,6885
3081,8016
3082,10112
3083,14871
3084,10262
3085,2470
3086,11622
3087,8662
3088,11972
3089,11992
3090,12373
3091,7198
3092,14714
3093,6316
3094,5998
3095,13044
3096,9646
3097,6451
3098,5281
3099,2228
3100,3943
3101,11753
3102,12819
3103,8728
3104,4812
3105,14151
3106,8452
3107,6762
3108,13817
3109,12898
3110,3480
3111,27992
3112,7791
3113,5704
3114,5268
3115,3898
3116,3847
3117,10877
3118,8371
3119,7038
3120,14571
3121,11841
3122,15129
3123,3841
3124,10262
3125,4460
3126,7648
3127,8610
3128,3597
3129,6442
3130,12351
3131,14067
3132,4823
3133,12102
3134,8040
3135,7648
3136,6582
3137,4668
3138,4823
3139,3873
3140,8476
3141,5636
3142,8586
3143,4823
3144,6881
3145,10844
3146,4226
3147,12373
3148,10697
3149,4995
3150,9443
3151,13029
3152,12347
3153,7408
3154,7064
3155,13843
3156,4174
3157,16294
3158,3841
3159,4423
3160,5201
3161,12599
3162,4049
3163,12797
3164,13067
3165,9345
3166,6818
3167,8040
3168,14300
3169,13727
3170,7832
3171,16259
3172,4823
3173,16736
3174,13217
3175,6637
3176,10844
3177,8401
3178,3873
3179,12410
3180,15129
3181,4423
3182,16079
3183,15894
3184,9103
3185,8991
3186,7893
3187,4575
3188,3873
3189,7832
3190,3597
3191,13759
3192,7229
3193,3873
3194,9794
3195,6681
3196,4423
3197,10844
3198,7258
3199,4995
3200,14924
3201,6590
3202,10262
3203,5515
3204,6643
3205,2754
3206,6493
3207,6218
3208,10861
3209,7094
3210,2227
3211,4544
3212,7664
3213,8016
3214,3807
3215,12698
3216,8586
3217,7064
3218,5601
3219,7317
3220,12797
3221,4226
3222,14151
3223,6628
3224,8033
3225,11200
3226,4804
3227,5192
3228,13014
3229,10844
3230,15603
3231,4239
3232,13044
3233,12898
3234,6013
3235,14781
3236,12557
3237,13875
3238,11507
3239,5510
3240,10198
3241,8355
3242,8016
3243,6314
3244,5831
3245,10262
3246,15136
3247,7832
3248,3859
3249,4174
3250,19225
3251,10518
3252,4823
3253,7276
3254,12192
3255,11410
3256,13033
3257,26890
3258,4804
3259,10844
3260,12436
3261,4823
3262,2227
3263,10262
3264,17024
3265,9296
3266,6094
3267,8586
3268,10919
3269,9495
3270,14714
3271,5201
3272,7090
3273,4575
3274,9646
3275,5636
3276,9646
3277,4050
3278,14714
3279,4804
3280,10577
3281,3898
3282,14571
3283,10919
3284,8016
3285,6287
3286,8366
3287,15400
3288,8553
3289,3841
3290,10021
3291,3597
3292,4332
3293,3898
3294,21375
3295,8610
3296,4804
3297,13591
3298,14781
3299,9134
3300,10493
3301,8147
3302,3873
3303,14571
3304,11003
3305,10262
3306,12719
3307,10262
3308,7171
3309,4423
3310,12616
3311,12970
3312,14914
3313,3210
3314,4632
3315,12373
3316,4804
3317,21829
3318,13587
3319,12819
3320,6151
3321,8016
3322,15135
3323,6794
3324,8610
3325,12723
3326,7662
3327,14343
3328,6795
3329,3873
3330,2754
3331,16666
3332,11098
3333,10539
3334,9929
3335,10844
3336,12692
3337,9212
3338,13727
3339,4282
3340,10844
3341,7480
3342,4823
3343,12373
3344,7215
3345,7480
3346,8143
3347,4823
3348,10844
3349,5621
3350,9555
3351,4777
3352,7648
3353,10308
3354,21219
3355,11319
3356,10844
3357,15078
3358,2017
3359,4409
3360,5054
3361,10111
3362,4273
3363,8728
3364,8576
3365,8016
3366,8016
3367,14151
3368,4423
3369,4050
3370,14781
3371,8586
3372,5162
3373,13731
3374,7438
3375,14151
3376,5613
3377,5380
3378,7438
3379,9646
3380,6853
3381,13555
3382,5883
3383,6171
3384,3175
3385,4832
3386,13377
3387,10262
3388,10262
3389,8603
3390,8586
3391,8452
3392,14231
3393,16289
3394,6860
3395,2754
3396,9646
3397,4667
3398,4804
3399,4545
3400,25735
3401,12647
3402,8586
3403,5277
3404,6206
3405,4483
3406,9870
3407,3841
3408,3815
3409,6860
3410,12121
3411,5963
3412,3625
3413,3841
3414,4823
3415,9646
3416,10152
3417,7514
3418,16736
3419,13584
3420,11222
3421,3850
3422,7608
3423,10844
3424,7408
3425,3687
3426,11726
3427,9663
3428,12829
3429,6069
3430,8529
3431,8085
3432,4878
3433,4077
3434,7605
3435,13014
3436,11600
3437,14151
3438,12497
3439,17024
3440,6300
3441,15147
3442,6795
3443,5755
3444,10203
3445,14714
3446,4545
3447,14781
3448,11602
3449,4049
3450,13029
3451,14571
3452,6961
3453,6381
3454,3841
3455,11538
3456,8610
3457,11552
3458,7408
3459,10262
3460,10991
3461,13587
3462,7480
3463,6351
3464,7153
3465,4409
3466,7228
3467,11667
3468,4649
3469,12592
3470,11789
3471,4667
3472,9719
3473,6902
3474,14781
3475,10844
3476,11522
3477,6121
3478,8610
3479,5620
3480,4804
3481,7005
3482,15129
3483,8586
3484,10197
3485,10667
3486,11160
3487,12488
3488,10844
3489,9968
3490,5198
3491,8586
3492,4332
3493,5069
3494,4544
3495,14973
3496,13387
3497,3625
3498,10703
3499,7615
3500,4823
3501,16736
3502,9663
3503,9205
3504,15554
3505,1965
3506,5510
3507,8266
3508,3175
3509,4760
3510,7740
3511,13941
3512,11410
3513,12681
3514,15129
3515,10368
3516,12324
3517,3841
3518,13014
3519,6442
3520,12373
3521,13817
3522,4823
3523,9412
3524,10231
3525,7229
3526,4273
3527,10844
3528,7164
3529,6478
3530,5198
3531,4319
3532,10262
3533,6741
3534,14571
3535,26092
3536,11753
3537,7832
3538,8610
3539,13626
3540,10368
3541,2754
3542,12692
3543,10067
3544,4959
3545,19372
3546,3100
3547,8405
3548,6943
3549,3841
3550,2017
3551,9187
3552,13941
3553,8938
3554,4319
3555,3573
3556,3841
3557,7202
3558,9187
3559,6976
3560,12898
3561,12898
3562,10588
3563,9181
3564,11087
3565,10262
3566,4886
3567,8470
3568,14960
3569,3873
3570,11911
3571,8907
3572,3859
3573,3807
3574,4384
3575,11622
3576,4563
3577,1965
3578,4145
3579,10031
3580,11628
3581,10262
3582,2017
3583,6216
3584,16294
3585,3943
3586,7038
3587,7294
3588,3873
3589,3100
3590,12507
3591,6152
3592,8030
3593,5769
3594,4804
3595,8372
3596,8578
3597,11228
3598,13227
3599,8855
3600,12192
3601,12819
3602,3943
3603,18260
3604,5228
3605,14300
3606,10151
3607,5699
3608,9187
3609,8452
3610,13961
3611,5769
3612,10877
3613,4591
3614,17732
3615,12373
3616,3807
3617,9555
3618,4483
3619,14781
3620,13292
3621,12373
3622,5530
3623,7081
3624,10262
3625,9316
3626,10844
3627,8542
3628,4823
3629,12940
3630,13374
3631,13062
3632,13014
3633,8541
3634,11134
3635,7832
3636,8888
3637,9663
3638,17267
3639,7832
3640,12123
3641,8073
3642,4991
3643,3419
3644,10262
3645,10262
3646,3807
3647,5755
3648,10262
3649,13039
3650,7832
3651,6297
3652,3210
3653,15147
3654,4049
3655,13882
3656,8366
3657,9134
3658,4823
3659,5006
3660,7480
3661,10844
3662,7064
3663,5224
3664,4384
3665,13377
3666,8837
3667,16352
3668,10441
3669,3597
3670,3807
3671,9663
3672,12681
3673,4668
3674,15129
3675,17057
3676,8372
3677,5515
3678,8355
3679,2754
3680,13377
3681,15554
3682,5224
3683,6069
3684,12373
3685,6959
3686,3841
3687,8669
3688,13014
3689,13731
3690,7888
3691,12942
3692,12395
3693,14571
3694,4591
3695,12592
3696,4804
3697,14388
3698,14851
3699,8586
3700,31825
3701,14237
3702,5069
3703,16079
3704,9663
3705,13587
3706,10808
3707,11446
3708,3100
3709,6484
3710,4049
3711,3873
3712,7280
3713,3625
3714,3919
3715,15554
3716,3850
3717,15129
3718,7229
3719,4823
3720,4823
3721,11682
3722,4823
3723,10262
3724,6818
3725,1965
3726,9345
3727,6938
3728,10368
3729,11753
3730,12488
3731,9899
3732,11622
3733,3847
3734,16079
3735,6478
3736,5201
3737,4409
3738,17261
3739,4878
3740,3573
3741,10844
3742,4804
3743,5201
3744,14533
3745,3873
3746,3543
3747,7215
3748,11999
3749,2754
3750,13817
3751,4107
3752,8073
3753,2227
3754,10539
3755,3943
3756,10844
3757,3925
3758,3210
3759,8016
3760,3841
3761,14388
3762,3597
3763,14086
3764,3749
3765,7229
3766,15603
3767,4823
3768,8040
3769,13941
3770,14714
3771,7927
3772,4030
3773,8285
3774,10844
3775,9663
3776,4148
3777,6496
3778,4148
3779,13339
3780,13882
3781,3943
3782,11087
3783,15318
3784,3873
3785,11573
3786,4668
3787,13576
3788,15434
3789,5403
3790,16914
3791,14781
3792,4544
3793,9416
3794,8662
3795,9194
3796,3873
3797,11465
3798,8907
3799,8770
3800,12242
3801,12192
3802,8505
3803,9663
3804,8614
3805,13292
3806,7740
3807,8854
3808,7682
3809,4804
3810,4668
3811,5797
3812,4729
3813,7888
3814,5069
3815,9128
3816,9663
3817,7952
3818,10262
3819,13882
3820,4591
3821,16172
3822,4591
3823,4049
3824,4804
3825,6673
3826,11150
3827,13591
3828,4077
3829,12927
3830,16274
3831,4668
3832,12898
3833,11678
3834,5775
3835,5515
3836,13555
3837,14571
3838,2227
3839,6961
3840,15704
3841,8040
3842,14714
3843,9296
3844,10197
3845,8372
3846,6741
3847,6297
3848,13626
3849,15129
3850,6426
3851,20904
3852,6451
3853,12704
3854,13067
3855,7229
3856,12347
3857,17057
3858,8366
3859,15078
3860,7870
3861,3603
3862,11936
3863,8925
3864,6934
3865,6542
3866,4778
3867,4804
3868,14151
3869,16108
3870,13377
3871,3919
3872,15136
3873,9345
3874,12327
3875,12284
3876,13039
3877,11848
3878,16079
3879,4804
3880,10844
3881,8505
3882,11774
3883,5769
3884,10844
3885,3597
3886,16497
3887,14151
3888,4804
3889,3100
3890,14714
3891,8853
3892,6582
3893,4668
3894,14571
3895,13843
3896,7354
3897,4804
3898,5277
3899,5998
3900,4591
3901,3597
3902,5678
3903,3850
3904,2017
3905,10262
3906,8603
3907,14153
3908,8066
3909,7695
3910,8488
3911,4340
3912,14151
3913,11087
3914,13759
3915,16079
3916,12717
3917,4995
3918,3873
3919,7826
3920,7980
3921,9486
3922,10844
3923,6482
3924,6628
3925,7452
3926,13882
3927,8099
3928,4878
3929,5170
3930,6315
3931,7295
3932,9794
3933,8834
3934,2017
3935,12615
3936,7240
3937,8016
3938,4878
3939,13292
3940,11707
3941,6147
3942,6093
3943,12681
3944,3311
3945,14260
3946,13591
3947,4804
3948,13538
3949,14151
3950,5575
3951,14178
3952,7082
3953,4319
3954,20747
3955,13759
3956,9181
3957,17024
3958,5298
3959,13364
3960,10844
3961,13941
3962,10919
3963,12284
3964,6790
3965,4392
3966,9653
3967,2753
3968,6327
3969,11125
3970,10262
3971,10262
3972,6752
3973,4423
3974,3383
3975,12121
3976,9021
3977,8266
3978,14714
3979,11386
3980,14815
3981,13843
3982,7191
3983,6251
3984,9412
3985,3815
3986,3100
3987,6216
3988,13377
3989,5694
3990,15107
3991,11260
3992,9929
3993,5642
3994,15078
3995,13377
3996,16057
3997,12284
3998,5678
3999,17703
4000,4823
4001,5562
4002,13790
4003,8586
4004,11264
4005,9663
4006,6416
4007,7725
4008,13376
4009,14231
4010,19828
4011,8040
4012,25913
4013,16079
4014,4937
4015,13039
4016,9314
4017,4957
4018,14973
4019,14571
4020,5224
4021,11622
4022,3419
4023,13344
4024,6316
4025,4392
4026,16704
4027,8529
4028,14300
4029,7198
4030,14300
4031,7229
4032,3841
4033,4030
4034,16079
4035,2754
4036,6842
4037,6138
4038,12576
4039,13067
4040,9358
4041,8586
4042,5176
4043,7480
4044,12723
4045,5793
4046,14848
4047,10493
4048,11467
4049,9719
4050,3873
4051,4862
4052,3971
4053,7832
4054,3625
4055,8610
4056,14486
4057,3841
4058,13941
4059,4823
4060,12009
4061,3597
4062,21226
4063,10577
4064,5320
4065,6860
4066,1759
4067,12242
4068,3841
4069,3502
4070,10844
4071,4174
4072,5608
4073,9376
4074,13584
4075,7354
4076,10844
4077,14388
4078,14781
4079,9653
4080,10262
4081,6674
4082,7663
4083,4319
4084,12373
4085,12242
4086,16289
4087,3419
4088,7851
4089,12284
4090,6386
4091,15339
4092,2017
4093,16274
4094,5947
4095,8040
4096,10368
4097,8907
4098,4049
4099,8588
4100,7229
4101,3943
4102,4483
4103,10151
4104,3419
4105,13486
4106,8610
4107,3898
4108,15187
4109,10278
4110,6442
4111,13344
4112,5521
4113,3597
4114,11077
4115,6673
4116,12392
4117,10366
4118,10703
4119,7174
4120,11087
4121,3383
4122,14960
4123,11467
4124,6673
4125,3100
4126,16736
4127,5117
4128,11093
4129,6354
4130,5674
4131,13029
4132,12819
4133,14143
4134,5740
4135,7646
4136,13591
4137,3100
4138,5406
4139,14388
4140,6297
4141,7229
4142,20694
4143,4282
4144,13727
4145,8614
4146,7363
4147,11281
4148,4340
4149,4778
4150,12898
4151,6442
4152,14714
4153,8018
4154,4145
4155,4784
4156,11707
4157,3815
4158,21130
4159,17024
4160,3873
4161,14151
4162,4804
4163,12898
4164,4284
4165,7229
4166,6114
4167,14848
4168,13611
4169,8016
4170,14571
4171,10675
4172,6794
4173,6540
4174,7240
4175,8839
4176,3873
4177,11596
4178,7199
4179,12898
4180,12524
4181,10368
4182,8040
4183,5135
4184,5626
4185,15809
4186,6412
4187,18804
4188,2227
4189,6916
4190,3100
4191,14388
4192,12327
4193,13014
4194,5403
4195,18228
4196,10844
4197,13843
4198,11690
4199,8452
4200,8372
4201,10262
4202,5678
4203,14151
4204,4544
4205,12692
4206,17019
4207,6565
4208,5281
4209,9646
4210,3175
4211,9653
4212,14777
4213,7155
4214,3543
4215,4804
4216,9304
4217,3943
4218,7060
4219,5228
4220,3597
4221,3971
4222,13727
4223,12121
4224,10262
4225,10262
4226,14714
4227,8834
4228,9838
4229,4775
4230,4823
4231,12723
4232,5883
4233,9870
4234,10262
4235,6513
4236,15532
4237,14714
4238,9187
4239,7038
4240,13587
4241,8016
4242,4049
4243,9536
4244,14571
4245,15812
4246,8759
4247,10151
4248,4804
4249,6104
4250,5510
4251,6027
4252,4174
4253,6794
4254,15428
4255,14388
4256,6896
4257,6144
4258,19225
4259,13227
4260,11664
4261,10844
4262,7757
4263,2754
4264,7618
4265,14781
4266,4284
4267,7740
4268,3419
4269,13941
4270,12723
4271,14300
4272,6121
4273,17549
4274,1759
4275,4423
4276,4544
4277,12402
4278,9663
4279,12681
4280,5117
4281,12898
4282,13941
4283,4030
4284,17501
4285,8529
4286,8073
4287,11942
4288,11702
4289,6442
4290,4804
4291,4823
4292,10877
4293,10151
4294,5201
4295,13067
4296,2754
4297,8366
4298,10844
4299,4878
4300,10231
4301,13292
4302,4804
4303,5201
4304,10368
4305,8820
4306,4160
4307,8891
4308,10539
4309,3971
4310,6093
4311,8266
4312,7480
4313,10262
4314,8907
4315,11789
4316,15135
4317,7887
4318,6818
4319,6482
4320,7888
4321,13759
4322,10262
4323,13376
4324,10197
4325,7997
4326,5117
4327,12373
4328,6795
4329,7229
4330,2575
4331,7662
4332,8366
4333,10844
4334,3540
4335,16863
4336,6121
4337,8434
4338,14151
4339,14441
4340,3898
4341,9483
4342,4282
4343,6478
4344,16809
4345,16704
4346,3898
4347,11297
4348,5224
4349,4823
4350,14871
4351,7480
4352,5224
4353,6093
4354,2754
4355,2227
4356,14781
4357,3898
4358,9397
4359,8452
4360,4591
4361,5930
4362,10991
4363,4622
4364,14714
4365,4823
4366,2228
4367,10703
4368,5613
4369,13759
4370,3943
4371,4944
4372,10262
4373,8479
4374,7514
4375,6934
4376,9663
4377,8085
4378,7266
4379,6493
4380,14714
4381,7485
4382,10262
4383,4878
4384,7198
4385,17261
4386,13044
4387,10262
4388,8614
4389,12032
4390,12284
4391,3419
4392,6528
4393,5403
4394,9732
4395,5761
4396,12009
4397,8586
4398,6144
4399,3257
4400,9021
4401,10262
4402,13757
4403,5895
4404,9663
4405,6587
4406,3311
4407,6297
4408,10844
4409,4049
4410,6961
4411,3384
4412,13029
4413,3859
4414,11732
4415,12524
4416,12284
4417,10262
4418,13344
4419,7229
4420,14960
4421,13381
4422,15147
4423,8586
4424,7054
4425,4082
4426,13029
4427,7064
4428,4943
4429,7229
4430,8450
4431,15318
4432,4804
4433,10844
4434,3175
4435,12646
4436,7893
4437,7171
4438,13727
4439,5201
4440,9001
4441,3943
4442,10546
4443,15554
4444,5228
4445,9404
4446,8601
4447,8888
4448,5088
4449,3943
4450,12373
4451,8323
4452,15339
4453,11982
4454,8844
4455,10262
4456,3597
4457,5678
4458,5277
4459,4823
4460,8049
4461,3543
4462,10262
4463,10703
4464,6496
4465,10844
4466,12032
4467,6741
4468,3943
4469,3841
4470,15288
4471,2050
4472,4842
4473,6643
4474,9581
4475,4804
4476,7832
4477,11667
4478,6442
4479,15129
4480,4544
4481,9663
4482,14714
4483,3100
4484,9663
4485,5761
4486,3100
4487,13626
4488,5678
4489,8529
4490,5201
4491,14151
4492,4483
4493,4174
4494,15544
4495,5601
4496,3419
4497,6451
4498,12592
4499,6961
4500,4174
4501,8824
4502,7947
4503,13587
4504,3841
4505,4804
4506,8586
4507,4778
4508,18275
4509,3540
4510,6442
4511,4145
4512,5644
4513,5224
4514,5963
4515,11264
4516,10188
4517,10844
4518,7166
4519,13817
4520,12373
4521,25735
4522,14815
4523,10262
4524,10262
4525,7468
4526,8040
4527,12819
4528,7295
4529,7229
4530,6853
4531,9663
4532,7064
4533,8372
4534,1965
4535,16932
4536,3841
4537,15812
4538,10924
4539,6934
4540,10262
4541,13843
4542,9315
4543,8266
4544,14231
4545,5048
4546,10262
4547,12537
4548,10262
4549,8040
4550,9736
4551,4804
4552,13817
4553,5048
4554,8040
4555,7354
4556,7563
4557,7725
4558,7740
4559,13532
4560,6565
4561,10844
4562,3841
4563,11200
4564,12009
4565,8372
4566,13591
4567,12395
4568,7298
4569,12214
4570,14151
4571,12970
4572,14781
4573,4878
4574,3597
4575,6810
4576,3687
4577,6482
4578,19595
4579,6147
4580,10953
4581,3873
4582,14815
4583,10678
4584,14053
4585,10539
4586,16946
4587,7673
4588,4441
4589,4544
4590,4804
4591,5406
4592,3100
4593,11150
4594,4823
4595,1965
4596,10262
4597,6674
4598,15764
4599,7064
4600,10262
4601,5069
4602,11789
4603,15164
4604,6094
4605,4885
4606,3383
4607,6673
4608,4544
4609,8367
4610,3898
4611,10844
4612,12327
4613,6356
4614,5228
4615,10835
4616,3943
4617,14714
4618,11883
4619,8610
4620,6513
4621,12898
4622,10861
4623,4049
4624,13555
4625,16079
4626,7673
4627,10161
4628,10262
4629,3873
4630,3311
4631,13611
4632,11858
4633,9316
4634,4823
4635,13941
4636,13029
4637,3873
4638,4591
4639,12395
4640,3603
4641,4804
4642,4823
4643,13244
4644,6785
4645,3100
4646,7198
4647,13014
4648,20416
4649,10441
4650,11528
4651,14083
4652,3597
4653,7662
4654,4823
4655,10703
4656,8040
4657,4668
4658,6304
4659,14219
4660,3841
4661,13587
4662,12093
4663,5899
4664,3100
4665,5438
4666,5780
4667,11668
4668,11934
4669,16263
4670,14871
4671,3573
4672,12497
4673,5411
4674,6600
4675,11160
4676,22950
4677,4649
4678,15129
4679,8626
4680,17234
4681,7832
4682,3100
4683,9314
4684,14714
4685,13882
4686,16274
4687,15135
4688,6144
4689,9483
4690,14431
4691,6093
4692,7888
4693,7503
4694,6117
4695,17024
4696,12681
4697,10678
4698,13759
4699,2017
4700,4885
4701,10786
4702,12080
4703,4804
4704,6587
4705,8728
4706,7452
4707,4823
4708,8310
4709,5403
4710,13376
4711,10877
4712,14815
4713,6558
4714,14067
4715,9627
4716,14714
4717,5000
4718,9845
4719,10844
4720,7048
4721,12692
4722,13843
4723,7832
4724,4049
4725,12242
4726,10262
4727,14571
4728,4174
4729,11264
4730,4174
4731,3540
4732,9345
4733,9653
4734,3342
4735,8073
4736,7064
4737,13376
4738,15135
4739,10413
4740,9187
4741,13292
4742,6674
4743,8330
4744,11200
4745,10262
4746,6216
4747,10844
4748,11134
4749,5277
4750,14300
4751,17471
4752,10844
4753,5469
4754,10262
4755,7185
4756,3807
4757,14714
4758,8610
4759,17234
4760,15629
4761,6128
4762,16289
4763,15129
4764,7832
4765,22270
4766,11467
4767,4392
4768,4491
4769,9663
4770,5883
4771,14777
4772,5162
4773,4804
4774,8529
4775,10844
4776,3873
4777,4804
4778,5678
4779,12681
4780,9623
4781,15147
4782,9345
4783,7757
4784,10844
4785,11948
4786,13376
4787,6117
4788,6171
4789,13626
4790,17471
4791,7531
4792,12373
4793,16289
4794,4777
4795,5198
4796,10844
4797,7171
4798,11942
4799,4423
4800,5586
4801,11134
4802,4284
4803,6245
4804,10341
4805,6860
4806,2050
4807,5797
4808,7648
4809,8851
4810,13007
4811,13067
4812,4049
4813,12692
4814,4667
4815,8938
4816,10208
4817,7354
4818,5438
4819,4107
4820,11134
4821,10262
4822,14083
4823,9345
4824,12373
4825,10196
4826,5947
4827,13044
4828,9663
4829,27992
